movieId,title_cast,director,plot_keywords,genres,title,year
499,MattDillon AnnabellaSciorra Mary-LouiseParker WilliamHurt VincentD'Onofrio,amyschorferris,woman wearing bra and panties brief female frontal nudity blind date nurse,Comedy Romance,Mr. Wonderful (1993),1993
500,RobinWilliams SallyField PierceBrosnan HarveyFierstein PollyHolliday,annefine,male actor playing a female character profanity birthday wild party,Comedy Drama,Mrs. Doubtfire (1993),1993
501,DavidThewlis LesleySharp KatrinCartlidge GregCruttwell ClaireSkinner,mikeleigh,sexual humiliation rough sex existentialism male frontal nudity,Drama,Naked (1993),1993
502,PatMorita HilarySwank MichaelIronside ConstanceTowers ChrisConrad,robertmarkkamen,1990s female protagonist los angeles california fourth part,Action Children Romance,"Next Karate Kid, The (1994)",1994
503,PeterWeller JudyDavis PatrickBauchau RachelRosenthal AdamWest,michaeltolkin,yuppie black comedy surrealism satire,Drama,"New Age, The (1994)",1994
504,RayLiotta LanceHenriksen StuartWilson KevinDillon KevinJ.O'Connor,richardherley,island prison prisoner island prison,Action Drama Sci-Fi,No Escape (1994),1994
505,ElijahWood JasonAlexander JuliaLouis-Dreyfus MarcShaiman JussieSmollett,alanzweibel,voice over narration video games in office child protagonist divorce,Comedy,North (1994),1994
506,TildaSwinton QuentinCrisp JimmySomerville JohnBott ElaineBanham,sallypotter,female protagonist england epic eternal youth,Drama Fantasy Romance,Orlando (1992),1992
507,KevinCostner ClintEastwood LauraDern T.J.Lowther KeithSzarabajka,johnleehancock,escaped convict anti hero 1960s child uses a gun,Crime Drama Thriller,"Perfect World, A (1993)",1993
508,TomHanks DenzelWashington RobertaMaxwell BuzzKilman KarenFinley,ronnyswaner,aids city name in title listening to opera lawyer,Drama,Philadelphia (1993),1993
509,HollyHunter HarveyKeitel SamNeill AnnaPaquin KerryWalker,janecampion,mute piano mute woman f rated,Drama Romance,"Piano, The (1993)",1993
510,KhandiAlexander MayaAngelou ChéJ.Avery LloydAveryII KimberlyBrooks,johnsingleton,african american poetry poet ghetto,Drama,Poetic Justice (1993),1993
511,JamesCaan HalleBerry OmarEpps CraigSheffer KristySwanson,davids.ward,motorcycle football recruiter fictional university heisman trophy,Action Drama,"Program, The (1993)",1993
512,DonaldSutherland EricThal JulieWarner KeithDavid WillPatton,roberta.heinlein,alien iowa ambulance fire truck,Horror Sci-Fi,"Puppet Masters, The (1994)",1994
513,BrianBenben MaryStuartMasterson NedBeatty GeorgeBurns ScottMichaelCampbell,georgelucas,face slap radio station manager reference to rudy vallee dressing room,Comedy Mystery Romance,Radioland Murders (1994),1994
514,DenisLeary JudyDavis KevinSpacey RobertJ.SteinmillerJr. GlynisJohns,marieweiss,thief hostage dysfunctional family christmas,Comedy,"Ref, The (1994)",1994
515,JohnHaycraft ChristopherReeve AnthonyHopkins EmmaThompson CarolineHunt,kazuoishiguro,butler housekeeper manor estate,Drama Romance,"Remains of the Day, The (1993)",1993
516,DannyDeVito GregoryHines JamesRemar EdBegleyJr. LilloBrancato,jimburnstein,teacher basic training u.s. army unemployment,Comedy Drama,Renaissance Man (1994),1994
517,SeanConnery WesleySnipes HarveyKeitel Cary-HiroyukiTagawa KevinAnderson,michaelcrichton,corpse female frontal nudity vulva cmnf,Action Drama Mystery,Rising Sun (1993),1993
518,AnthonyHopkins BridgetFonda MatthewBroderick JohnCusack DanaCarvey,t.coraghessanboyle,eccentricity man wears eyeglasses health therapy,Comedy,"Road to Wellville, The (1994)",1994
519,RobertJohnBurke MarioMachado RemyRyan JodiLong JohnPosey,edwardneumeier,robocop christmas robocop character broadcast signal intrusion,Action Crime Drama Sci-Fi Thriller,RoboCop 3 (1993),1993
520,CaryElwes RichardLewis RogerRees AmyYasbeck MarkBlankfield,melbrooks,spoof rabbi castle king,Comedy,Robin Hood: Men in Tights (1993),1993
521,GaryOldman WallaceWood JulietteLewis DavidProval WillPatton,hilaryhenkin,pantyhose sexy woman bare butt female rear nudity,Crime Thriller,Romeo Is Bleeding (1993),1993
522,RussellCrowe DanielPollock JacquelineMcKenzie AlexScott LeighRussell,geoffreywright,skinhead shot in the forehead neo nazi laundry drying on a clothesline,Action Drama,Romper Stomper (1992),1992
523,AshleyJudd ToddField BentleyMitchum AllisonDean DorothyLyman,janeausten,female protagonist watching tv f rated resort town,Drama,Ruby in Paradise (1993),1993
524,SeanAstin JonFavreau NedBeatty GretaLind ScottBenjaminson,angelopizzo,dyslexia motivation college football notre dame fighting irish,Drama,Rudy (1993),1993
525,DannyGlover MattDillon RickAviles NinaSiemaszko VingRhames,lylekessler,homelessness photograph camera loss of friend,Drama,"Saint of Fort Washington, The (1993)",1993
526,CyrilCollard RomaneBohringer CarlosLópez CorineBlue ClaudeWinter,cyrilcollard,gay nudity jealousy violence,Drama,"Savage Nights (Nuits fauves, Les) (1992)",1992
527,LiamNeeson BenKingsley RalphFiennes CarolineGoodall JonathanSagall,stevenspielberg,accountant champagne villa womanizer,Drama War,Schindler's List (1993),1993
528,AlbertBrooks BrendanFraser DianneWiest AnneTwomey LaneSmith,rogerangell,vomiting major league baseball airport new york city,Comedy Drama,"Scout, The (1994)",1994
529,MaxPomeranc JoeMantegna JoanAllen BenKingsley LaurenceFishburne,fredwaitzkin,chess child prodigy new york city speed chess,Drama,Searching for Bobby Fischer (1993),1993
530,WilliamHurt NathanYapp KeithAllen ChrisClearyMiles DorisIrving,davidcook,orphanage village suicide social worker,Drama,Second Best (1994),1994
531,KateMaberly HeydonProwse AndrewKnott MaggieSmith LauraCrossley,franceshodgsonburnett,garden costume drama english garden robin,Children Drama,"Secret Garden, The (1993)",1993
532,KathleenTurner SamWaterston RickiLake MatthewLillard ScottMorgan,johnwaters,serial killer middle class family dysfunctional family serial killer as protagonist,Comedy Crime Horror,Serial Mom (1994),1994
533,AlecBaldwin JohnLone PenelopeAnnMiller PeterBoyle IanMcKellen,walterb.gibson,villain tough guy hero good man,Action Adventure Fantasy Mystery,"Shadow, The (1994)",1994
534,JulianFellowes RoddyMaude-Roxby MichaelDenison AndrewSeear TimMcMullan,richardattenborough,writer marriage 1950s honesty,Drama Romance,Shadowlands (1993),1993
535,AndieMacDowell BruceDavison JackLemmon ZaneCassidy JulianneMoore,raymondcarver,waitress destruction of property female full rear nudity marriage crisis,Drama,Short Cuts (1993),1993
536,SteveMartin GabrielByrne LauraLinney CatherineO'Hara AlanaAustin,georgeeliot,girl gold secret miser,Drama,"Simple Twist of Fate, A (1994)",1994
537,HughGrant TaraFitzgerald SamNeill PamelaRabe PortiadeRossi,johnduigan,female full frontal nudity nude modeling female exhibitionist clothed female naked male,Drama,Sirens (1994),1994
538,StockardChanning WillSmith DonaldSutherland IanMcKellen MaryBethHurt,johnguare,racism urban setting satire new york city,Drama,Six Degrees of Separation (1993),1993
539,TomHanks RossMalinger RitaWilson VictorGarber TomRiisFarrell,jeffarch,seattle washington radio show place name in title profanity,Comedy Drama Romance,Sleepless in Seattle (1993),1993
540,SharonStone WilliamBaldwin TomBerenger PollyWalker ColleenCamp,iralevin,masturbation voyeurism hidden camera erotic thriller,Thriller,Sliver (1993),1993
541,nan,nan,nan,Action Sci-Fi Thriller,Blade Runner (1982),1982
542,PaulyShore CarlaGugino LaneSmith CindyPickett MasonAdams,patrickj.clifton,fish out of water farm college thanksgiving,Comedy Drama Romance,Son in Law (1993),1993
543,MikeMyers NancyTravis AnthonyLaPaglia AmandaPlummer BrendaFricker,robbiefox,poet coffeehouse butcher scottish accent,Comedy Romance Thriller,So I Married an Axe Murderer (1993),1993
544,BruceWillis SarahJessicaParker DennisFarina TomSizemore BrionJames,rowdyherrington,serial killer river pittsburgh pennsylvania grudge,Action Crime,Striking Distance (1993),1993
546,BobHoskins JohnLeguizamo DennisHopper SamanthaMathis FisherStevens,rockymorton,plumber dinosaur italian american based on video game,Action Adventure Children Comedy Fantasy,Super Mario Bros. (1993),1993
547,Ice-T RutgerHauer CharlesS.Dutton GaryBusey F.MurrayAbraham,ericbernt,human prey most dangerous game homeless man survival,Action Adventure Thriller,Surviving the Game (1994),1994
548,CharlieSheen NastassjaKinski JamesGandolfini ChristopherMcDonald GaryBullock,davidtwohy,skydiving ejector seat murder of a woman wisecrack humor,Action Mystery Thriller,Terminal Velocity (1994),1994
549,ColmFeore DerekKeurvorst KatyaLadan DevonAnderson JoshuaGreenblatt,françoisgirard,piano glenn gould no opening credits yehudi menuhin,Drama Musical,Thirty-Two Short Films About Glenn Gould (1993),1993
550,LaraFlynnBoyle StephenBaldwin JoshCharles AlexisArquette MarthaGehman,andrewfleming,menage a trois roommate rear entry sex woman in shower,Comedy Romance,Threesome (1994),1994
551,DannyElfman ChrisSarandon CatherineO'Hara WilliamHickey GlennShadix,timburton,christmas movie christmas halloween gothic,Animation Children Fantasy Musical,"Nightmare Before Christmas, The (1993)",1993
552,CharlieSheen KieferSutherland ChrisO'Donnell OliverPlatt TimCurry,alexandredumas,eyepatch held at swordpoint reference to the three musketeers father son relationship,Action Adventure Comedy Romance,"Three Musketeers, The (1993)",1993
553,KurtRussell ValKilmer SamElliott BillPaxton PowersBoothe,kevinjarre,wyatt earp character two gun holster double gun holster tucson arizona,Action Drama Western,Tombstone (1993),1993
554,JoanneWhalley ArmandAssante GabrielByrne WilliamHurt KathleenQuinlan,jordankatz,mob boss neo noir female killer witness,Crime Drama Thriller,Trial by Jury (1994),1994
555,ChristianSlater PatriciaArquette DennisHopper ValKilmer GaryOldman,quentintarantino,drugs cocaine pimp aspiring actor,Crime Thriller,True Romance (1993),1993
556,JamesCarville GeorgeStephanopoulos HeatherBeckel PaulBegala BobBoorstin,d.a.pennebaker,primary election on the road campaign presidential campaign,Documentary,"War Room, The (1993)",1993
558,MacaulayCulkin KaninHowell AlexisKirschner JessicaKirschner GuyMansker,joejohnston,rain thunder lightning bicycle,Action Adventure Animation Children Fantasy,"Pagemaster, The (1994)",1994
559,LeslieHope PeterOuterbridge VictorErtmanis DanLett RaoulMaxTrujillo,jerryciccoritti,pubic hair male pubic hair wife has sex in front of husband husband and wife have sex with the same man,Comedy,"Paris, France (1993)",1993
560,MarthaPlimpton KellyLynch RutgerHauer PatrickMcGaw RichardSanders,jenniferwarren,woman wears a man's shirt poverty f rated rural setting,Drama,"Beans of Egypt, Maine, The (1994)",1994
561,AnthonyLaPaglia MimiRogers MattCraven PeterBoyle MonikaSchnarre,markmalone,woman on top interrupted sex seductive flirtatious,Drama Thriller,Killer (Bulletproof Heart) (1994),1994
562,HeatherMatarazzo VictoriaDavis ChristinaBrucato ChristinaVidal SiriHoward,toddsolondz,school social outcast first crush bullying,Comedy Drama,Welcome to the Dollhouse (1995),1995
563,Miou-Miou Renaud JeanCarmet JudithHenry Jean-RogerMilo,claudeberri,period drama mine owner mine coal,Drama Romance,Germinal (1993),1993
564,TomBerenger WilliamMcNamara ErikaEleniak CrispinGlover MatthewGlave,joebatteer,female nudity handcuffs public nudity removing panties,Comedy,Chasers (1994),1994
565,FedericoLuppi RonPerlman ClaudioBrook MargaritaIsabel TamaraShanath,guillermodeltoro,eternal life antique dealer invention statue,Drama Horror,Cronos (1993),1993
566,EricStoltz Mary-LouiseParker RalphMacchio JillClayburgh TonyCurtis,danielalgrant,jew jewish best friend squirrel,Comedy Romance,Naked in New York (1994),1994
567,VerónicaForqué PeterCoyote VictoriaAbril ÀlexCasanovas RossydePalma,pedroalmodóvar,tabloid journalism escaped prisoner serial killer suicide note,Comedy Drama,Kika (1993),1993
568,KimVithana JimmiHarkishin SaritaKhajuria AkbarKurtha MoSesay,gurinderchadha,england f rated generation gap seaside,Comedy Drama,Bhaji on the Beach (1993),1993
569,LukeEdwards TimothyBusfield JohnAshton AshleyCrow KevinDunn,gregoryk.pincus,comiskey park chicago metrodome minneapolis minnesota twins baseball,Comedy Drama,Little Big League (1994),1994
570,JesperSalén StellanSkarsgård BasiaFrydman NiklasOlund Ernst-HugoJäregård,åkesandgren,condom nose bandage corporal punishment anti semitism,Comedy Drama,"Slingshot, The (Kådisbellan) (1993)",1993
571,JulieWalters JimBroadbent ThoraHird SianThomas DinahHandley,richardloncraine,novelist disease degenerative disease blackout,Drama Romance,"Wedding Gift, The (1994)",1994
572,RobinGivens MarcoHofschneider RickJohnson CharlotteRoss EdwardHerrmann,philippelabro,french france virginia college,Drama,Foreign Student (1994),1994
573,PaoloVillaggio IsaDanieli GigioMorra SergioSolli EsterCarloni,alessandrobencivenni,teacher school f rated title directed by female,Drama,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",1992
574,JeremyDavies AlbertaWatson BenjaminHendrickson ElizabethNewett CarlaGallo,davido.russell,mother son incest black comedy three word title jumping off cliff,Comedy Drama,Spanking the Monkey (1994),1994
575,TravisTedford KevinJamalWoods JordanWarkol ZacharyMabry RossBagley,penelopespheeris,nightmare club boy girl,Children Comedy,"Little Rascals, The (1994)",1994
576,KênHigelin JeanYanne FlorenceDarel FrançoisHauteserre MauriceBénichou,rémyduchemin,lightheartedness female nudity female full frontal nudity,Comedy,Fausto (1993),1993
577,TinaMajorino ChelseaField ShaneMeier AidanPendleton ShirleyBroderick,harrygoodridge,fisherman harbor master seal the animal year 1962,Adventure Children Drama,Andre (1994),1994
579,ClaudioAmendola EnricoLoVerso CarloCecchi RickyMemphis TonySperandeo,grazianodiana,tension policeman politics italian politics,Crime Thriller,"Escort, The (Scorta, La) (1993)",1993
580,JimBroadbent PhoebeCates WendyHughes KevinKline JohnLithgow,michaelaustin,princess 19th century england fraud,Drama,Princess Caraboo (1994),1994
581,LilyTomlin TonyCurtis SusieBright ArthurLaurents ArmisteadMaupin,jeffreyfriedman,gay lesbian reference to eve arden reference to bette davis,Documentary,"Celluloid Closet, The (1995)",1995
582,JulieMauduech HubertKoundé MathieuKassovitz VincentCassel TadekLokcinski,mathieukassovitz,black muslim diplomat jewish messenger,Comedy Drama,Métisse (Café au Lait) (1993),1993
583,NanniMoretti GiovannaBozzolo SebastianoNardone AntonioPetrocelli GiulioBase,nannimoretti,italy anthology film omnibus film portmanteau film,Comedy Drama,Dear Diary (Caro Diario) (1994),1994
584,MarcelloMastroianni LuisinaBrando AlejandraPodesta BetianaBlum RobertoCarnaghi,maríaluisabemberg,f rated title directed by female argentina,Drama Romance,I Don't Want to Talk About It (De eso no se habla) (1993),1993
585,ShelleyLong GaryCole ChristineTaylor ChristopherDanielBarnes JenniferEliseCox,sherwoodschwartz,1990s 1970s high school remake,Comedy,"Brady Bunch Movie, The (1995)",1995
586,nan,nan,nan,Children Comedy,Home Alone (1990),1990
587,nan,nan,nan,Comedy Drama Fantasy Romance Thriller,Ghost (1990),1990
588,ScottWeinger RobinWilliams LindaLarkin JonathanFreeman FrankWelker,johnmusker,arab genie genie character princess,Adventure Animation Children Comedy Musical,Aladdin (1992),1992
589,ArnoldSchwarzenegger LindaHamilton EdwardFurlong RobertPatrick EarlBoen,jamescameron,time travel liquid metal future sequel,Action Sci-Fi,Terminator 2: Judgment Day (1991),1991
590,nan,nan,nan,Adventure Drama Western,Dances with Wolves (1990),1990
591,BillyBlanks RoddyPiper RichardNorton CharlesKahlenberg JamesKaren,stevecohen,interracial relationship fistfight fight brawl,Action Drama Thriller,Tough and Deadly (1995),1995
592,nan,nan,nan,Action Crime Thriller,Batman (1989),1989
593,JodieFoster LawrenceA.Bonney KasiLemmons LawrenceT.Wrentz ScottGlenn,thomasharris,serial killer psycho thriller bad guy wins stuck in a well,Crime Horror Thriller,"Silence of the Lambs, The (1991)",1991
594,nan,nan,nan,Animation Children Drama Fantasy Musical,Snow White and the Seven Dwarfs (1937),1937
